,Unnamed: 0,year,season,jp_title,en_title,img,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genre,Theme
751,36,2023,spring,Kawaisugi Crisis,Too Cute Crisis,https://cdn.myanimelist.net/images/anime/1332/134658.jpg,,カワイスギクライシス,Too Cute Crisis,,,,TV,12,Finished Airing,"Apr 7, 2023 to Jun 23, 2023",Spring 2023,Fridays at 22,"Sotsu,       Pony Canyon,       Shueisha,       Kansai Telecasting,       Bit grooove promotion,       BS Asahi,       CHOCOLATE",Sentai Filmworks,SynergySP,Manga,"ComedyComedy,         Sci-FiSci-Fi",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.811 (scored by 1429114,291 users)
      


1
          indicates a weighted score.","#53022

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3552,"44,344",137,,PetsPets
752,37,2023,spring,Birdie Wing: Golf Girls' Story Season 2,,https://cdn.myanimelist.net/images/anime/1407/135263.jpg,,BIRDIE WING -Golf Girls’ Story- Season 2,,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,TV Tokyo,"None found, add some",Bandai Namco Pictures,Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.561 (scored by 1599615,996 users)
      


1
          indicates a weighted score.","#17062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3927,"36,331",174,SportsSports,
753,38,2023,spring,The Marginal Service,,https://cdn.myanimelist.net/images/anime/1576/133934.jpg,,THE MARGINAL SERVICE,The Marginal Service,,,,TV,12,Finished Airing,"Apr 12, 2023 to Jun 28, 2023",Spring 2023,Wednesdays at 01,"Shochiku,       Movic,       Nippon Television Network,       King Records,       Cygames,       dugout,       Happinet Media Marketing","None found, add some",Studio 3Hz,Original,"ActionAction,         Sci-FiSci-Fi",,,22 min. per ep.,PG-13 - Teens 13 or older,"5.501 (scored by 63366,336 users)
      


1
          indicates a weighted score.","#120962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4858,"22,869",65,,Adult CastAdult Cast
754,39,2023,spring,Kizuna no Allele,,https://cdn.myanimelist.net/images/anime/1632/133752.jpg,,絆のアリル,,,,,TV,12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",Spring 2023,Tuesdays at 01,"TV Tokyo,       Shogakukan-Shueisha Productions,       Animax,       Movic,       Bandai,       Shogakukan Music & Digital Entertainment,       NTT Plala,       Legs,       NetEase,       Kizuna AI","None found, add some","Wit Studio,       Signal.MD",Original,,"MusicMusic,         SchoolSchool",,23 min. per ep.,PG-13 - Teens 13 or older,"5.251 (scored by 47814,781 users)
      


1
          indicates a weighted score.","#128072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5311,"18,413",72,,
755,40,2023,spring,The iDOLM@STER Cinderella Girls: U149,,https://cdn.myanimelist.net/images/anime/1875/133377.jpg,,アイドルマスター シンデレラガールズ U149,,,,,TV,12,Finished Airing,"Apr 6, 2023 to Jun 29, 2023",Spring 2023,Thursdays at 00,"Nippon Columbia,       Bandai Namco Entertainment,       Cygames","None found, add some",CygamesPictures,Web manga,,"Idols (Female)Idols (Female),         MusicMusic",,24 min. per ep.,PG-13 - Teens 13 or older,"7.691 (scored by 71957,195 users)
      


1
          indicates a weighted score.","#13122

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5470,"16,970",163,Slice of LifeSlice of Life,
756,41,2023,spring,World Dai Star,Stella of the Theater: World Dai Star,https://cdn.myanimelist.net/images/anime/1203/133808.jpg,,ワールドダイスター,Stella of the Theater,,,,TV,12,Finished Airing,"Apr 9, 2023 to Jun 25, 2023",Spring 2023,Sundays at 23,"Studio Hibari,       Lantis,       Good Smile Company,       Egg Firm,       Hawkeye,       GREE Entertainment,       Bandai Namco Filmworks,       Bandai Namco Music Live,       Daito Giken","None found, add some",Lerche,Mixed media,,,,24 min. per ep.,PG-13 - Teens 13 or older,"7.311 (scored by 54355,435 users)
      


1
          indicates a weighted score.","#28032

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5584,"16,040",89,,Performing ArtsPerforming Arts
757,42,2023,spring,Tokyo Mew Mew New ♡ 2nd Season,,https://cdn.myanimelist.net/images/anime/1274/133807.jpg,,東京ミュウミュウ にゅ～♡,,,,,TV,12,Finished Airing,"Apr 5, 2023 to Jun 21, 2023",Spring 2023,Wednesdays at 00,"TV Tokyo,       Dentsu,       Pony Canyon,       Kodansha",Sentai Filmworks,"Yumeta Company,       Graphinica",Manga,"RomanceRomance,         Sci-FiSci-Fi",,ShoujoShoujo,23 min. per ep.,PG-13 - Teens 13 or older,"6.711 (scored by 45804,580 users)
      


1
          indicates a weighted score.","#58662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5612,"15,836",59,,Mahou ShoujoMahou Shoujo
758,43,2023,spring,Majutsushi Orphen Hagure Tabi: Seiiki-hen,Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-,https://cdn.myanimelist.net/images/anime/1873/137212.jpg,"Majutsushi Orphen Hagure Tabi 4th Season, Sorcerous Stabber Orphen 4th Season",魔術士オーフェンはぐれ旅 聖域編,Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-,,,,TV,12,Finished Airing,"Apr 12, 2023 to Jun 28, 2023",Spring 2023,Wednesdays at 20,"WOWOW,       Bushiroad,       BS Fuji,       Nippon Television Network,       Yomiuri TV Enterprise,       TO Books,       NetEase,       MediaNet Pictures,       Bandai Namco Music Live","None found, add some",Studio Deen,Light novel,"ActionAction,         AdventureAdventure,         DramaDrama,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.081 (scored by 25072,507 users)
      


1
          indicates a weighted score.","#94882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6256,"11,956",38,,Martial ArtsMartial Arts
759,44,2023,spring,Alice Gear Aegis Expansion,,https://cdn.myanimelist.net/images/anime/1460/135257.jpg,,アリス・ギア・アイギス Expansion,,,,,TV,12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",Spring 2023,Tuesdays at 01,"Docomo Anime Store,       COLOPL,       BS NTV,       Kadokawa,       Bandai Namco Filmworks,       Pyramid",Sentai Filmworks,Nomad,Game,"ActionAction,         Sci-FiSci-Fi",,,23 min. per ep.,PG-13 - Teens 13 or older,"5.721 (scored by 30543,054 users)
      


1
          indicates a weighted score.","#112802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6471,"11,024",12,,
760,45,2023,spring,Opus.COLORs,,https://cdn.myanimelist.net/images/anime/1758/134733.jpg,,Opus.COLORs (オーパスカラーズ),,,,,TV,12,Finished Airing,"Apr 7, 2023 to Jun 23, 2023",Spring 2023,Fridays at 00,"Magic Capsule,       NBCUniversal Entertainment Japan","None found, add some",C-Station,Original,,"SchoolSchool,         Visual ArtsVisual Arts",,24 min. per ep.,PG-13 - Teens 13 or older,"5.731 (scored by 20312,031 users)
      


1
          indicates a weighted score.","#112622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6795,"9,868",43,Sci-FiSci-Fi,
761,46,2023,spring,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",MIX Season 2,https://cdn.myanimelist.net/images/anime/1727/137215.jpg,,MIX MEISEI STORY 2ND SEASON 〜二度目の夏、空の向こうへ〜,MIX Season 2,,,,TV,24,Finished Airing,"Apr 1, 2023 to Sep 23, 2023",Spring 2023,Saturdays at 17,"Shogakukan-Shueisha Productions,       Yomiuri Telecasting,       Shogakukan","None found, add some",OLM,Manga,"DramaDrama,         RomanceRomance,         SportsSports","SchoolSchool,         Team SportsTeam Sports",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.981 (scored by 24622,462 users)
      


1
          indicates a weighted score.","#44612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7308,"8,245",18,,
762,47,2023,spring,Tousouchuu: Great Mission,Run For Money: The Great Mission,https://cdn.myanimelist.net/images/anime/1482/141904.jpg,,逃走中 グレートミッション,Run For Money,,,,TV,Unknown,Currently Airing,"Apr 2, 2023 to ?",Spring 2023,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"Sci-FiSci-Fi,         SuspenseSuspense",,,23 min.,PG-13 - Teens 13 or older,"5.651 (scored by 773773 users)
      


1
          indicates a weighted score.","#115922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8219,"6,108",27,,High Stakes GameHigh Stakes Game
763,48,2023,spring,Denden no Dennou Densha,,https://cdn.myanimelist.net/images/anime/1205/135121.jpg,,でんでんの電脳電車,,,,,TV,12,Finished Airing,"Apr 13, 2023 to Jun 29, 2023",Spring 2023,Thursdays at 01,Pony Canyon,"None found, add some",Studio HUIT,Original,,,,5 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#202182

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13614,"1,185",7,ComedyComedy,
764,49,2023,spring,Bosanimal,,https://cdn.myanimelist.net/images/anime/1360/133846.jpg,,ぼさにまる,,,,,TV,96,Finished Airing,"Apr 3, 2023 to Sep 14, 2023",Spring 2023,Mondays at 09,"Sanrio,       Oddjob","None found, add some","soket,       maroyaka",Original,,,,1 min. per ep.,G - All Ages,"6.121 (scored by 150150 users)
      


1
          indicates a weighted score.","#92562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13652,"1,173",5,,PetsPets
765,50,2023,spring,YouTuNya,,https://cdn.myanimelist.net/images/anime/1489/134599.jpg,,ユーチューニャー,,,,,TV,15,Finished Airing,"Apr 4, 2023 to Jul 11, 2023",Spring 2023,Thursdays at 06,"None found, add some","None found, add some",Lesprit,Original,,,,1 min. per ep.,G - All Ages,"5.741 (scored by 156156 users)
      


1
          indicates a weighted score.","#111812

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15178,764,1,ComedyComedy,
766,51,2023,spring,Gunma-chan Season 2,,https://cdn.myanimelist.net/images/anime/1471/132675.jpg,,ぐんまちゃん シーズン2,,,,,TV,13,Finished Airing,"Apr 8, 2023 to Jul 1, 2023",Spring 2023,Saturdays at 07,"None found, add some","None found, add some",Ascension,Other,,,,24 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#209212

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#16942,507,1,Slice of LifeSlice of Life,
767,52,2023,spring,Bastions,,https://cdn.myanimelist.net/images/anime/1850/135882.jpg,,베스티언즈,Bastions,,,,TV,5,Finished Airing,"May 14, 2023 to Jun 11, 2023",Spring 2023,Unknown,"None found, add some","None found, add some","None found, add some",Original,"ActionAction,         ComedyComedy","MusicMusic,         Super PowerSuper Power",,14 min. per ep.,PG-13 - Teens 13 or older,"5.491 (scored by 126126 users)
      


1
          indicates a weighted score.","#121232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18143,406,1,,
768,53,2023,spring,Mamekichi Mameko NEET no Nichijou 2nd Season,Mameko Mamekichi's NEET Everyday Life 2nd Season,https://cdn.myanimelist.net/images/anime/1618/135681.jpg,,まめきちまめこニートの日常,Mameko Mamekichi's NEET Everyday Life 2nd Season,,,,TV,39,Finished Airing,"May 17, 2023 to Sep 27, 2023",Spring 2023,Not scheduled once per week,"None found, add some","None found, add some",Tezuka Productions,Web manga,,,,1 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#174972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18931,347,0,ComedyComedy,
769,54,2023,spring,Sakuretsu! Amabie-hime. Season 2,,https://cdn.myanimelist.net/images/anime/1254/134721.jpg,,炸裂！あまびえ姫。 Season 2,,,,,TV,12,Finished Airing,"Apr 9, 2023 to Jun 24, 2023",Spring 2023,Sundays at 06,"None found, add some","None found, add some",CANON RECORDINGS,Original,,,,3 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#190382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18953,345,1,ComedyComedy,
770,55,2023,spring,Shuwawan!,,https://cdn.myanimelist.net/images/anime/1129/140004.jpg,,しゅわわん!,,,,,TV,Unknown,Currently Airing,"Mar 22, 2023 to ?",Spring 2023,Not scheduled once per week,NHK,"None found, add some",KOO-KI,Original,,,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#143702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19606,304,0,Slice of LifeSlice of Life,ChildcareChildcare
771,56,2023,spring,"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume""",,https://cdn.myanimelist.net/images/anime/1646/146041.jpg,Uma no Tsume,鷹の爪外伝「秘密厩舎 馬の蹄」,,,,,TV,4,Finished Airing,"May 4, 2023 to May 25, 2023",Spring 2023,Thursdays at 23,"None found, add some","None found, add some",DLE,Original,"ComedyComedy,         SportsSports",,,2 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#146852

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#26247,76,0,,
772,57,2023,spring,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,OP,ONE PIECE,One Piece,,,,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14168171,416,817 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,491,987","234,239",,
773,58,2023,spring,Vinland Saga Season 2,,https://cdn.myanimelist.net/images/anime/1170/124312.jpg,,ヴィンランド・サガ SEASON2,Vinland Saga Season 2,,,,TV,24,Finished Airing,"Jan 10, 2023 to Jun 20, 2023",Winter 2023,Tuesdays at 00,"Dentsu,       Kodansha,       Twin Engine","None found, add some",MAPPA,Manga,"ActionAction,         AdventureAdventure,         DramaDrama","GoreGore,         HistoricalHistorical",SeinenSeinen,25 min. per ep.,R - 17+ (violence & profanity),"8.811 (scored by 388818388,818 users)
      


1
          indicates a weighted score.","#322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#298,"715,626","17,161",,
774,59,2023,spring,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy Ⅱ,https://cdn.myanimelist.net/images/anime/1369/139553.jpg,Maou Gakuin no Futekigousha,魔王学院の不適合者 II～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,The Misfit of Demon King Academy Ⅱ,,,,TV,12,Finished Airing,"Jan 8, 2023 to Sep 24, 2023",Winter 2023,Sundays at 00,"Aniplex,       Movic,       AT-X,       Tokyo MX,       Q-Tec,       Docomo Anime Store,       Medicos Entertainment,       BS11,       Yomiuri TV Enterprise,       Contents Seed,       Kadokawa,       ADK Marketing Solutions",Aniplex of America,SILVER LINK.,Light novel,"ActionAction,         FantasyFantasy","ReincarnationReincarnation,         SchoolSchool",,23 min. per ep.,R - 17+ (violence & profanity),"6.861 (scored by 114121114,121 users)
      


1
          indicates a weighted score.","#50142

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#668,"375,419","4,010",,
775,60,2023,spring,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         MysteryMystery",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164200164,200 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,471","15,311",,DetectiveDetective
